district,spring_id,date,rainfall_mm,discharge_lpm,forest_cover_index
Nainital,Nainital_S4,2005-05-01,69.3,42.68,0.55
Nainital,Nainital_S4,2005-06-01,189.3,44.54,0.55
Nainital,Nainital_S4,2005-07-01,303.3,52.76,0.55
Nainital,Nainital_S4,2005-08-01,239.1,62.73,0.55
Nainital,Nainital_S4,2005-09-01,160.4,56.89,0.55
Nainital,Nainital_S4,2005-10-01,69.1,49.85,0.55
Nainital,Nainital_S4,2005-11-01,40.1,42.26,0.55
Nainital,Nainital_S4,2005-12-01,40.1,39.62,0.55
Nainital,Nainital_S4,2006-01-01,33.6,40.83,0.55
Nainital,Nainital_S4,2006-02-01,32.4,40.55,0.55
Nainital,Nainital_S4,2006-03-01,46.3,39.91,0.55
Nainital,Nainital_S4,2006-04-01,60.2,38.1,0.55
Nainital,Nainital_S4,2006-05-01,106.6,39.38,0.55
Nainital,Nainital_S4,2006-06-01,273.5,45.82,0.55
Nainital,Nainital_S4,2006-07-01,334.7,61.92,0.55
Nainital,Nainital_S4,2006-08-01,323.2,62.69,0.55
Nainital,Nainital_S4,2006-09-01,204.4,59.89,0.55
Nainital,Nainital_S4,2006-10-01,87.9,52.46,0.55
Nainital,Nainital_S4,2006-11-01,49.0,40.4,0.55
Nainital,Nainital_S4,2006-12-01,46.7,42.35,0.55
Nainital,Nainital_S4,2007-01-01,21.9,39.83,0.55
Nainital,Nainital_S4,2007-02-01,21.7,36.21,0.55
Nainital,Nainital_S4,2007-03-01,36.2,37.03,0.55
Nainital,Nainital_S4,2007-04-01,49.4,37.31,0.55
Nainital,Nainital_S4,2007-05-01,69.3,41.76,0.55
Nainital,Nainital_S4,2007-06-01,209.2,40.16,0.55
Nainital,Nainital_S4,2007-07-01,272.0,51.27,0.55
Nainital,Nainital_S4,2007-08-01,260.0,56.98,0.55
Nainital,Nainital_S4,2007-09-01,159.2,52.33,0.55
Nainital,Nainital_S4,2007-10-01,69.9,47.19,0.55
Nainital,Nainital_S4,2007-11-01,37.6,40.56,0.55
Nainital,Nainital_S4,2007-12-01,33.5,34.61,0.55
Nainital,Nainital_S4,2008-01-01,29.0,37.59,0.55
Nainital,Nainital_S4,2008-02-01,33.6,36.59,0.55
Nainital,Nainital_S4,2008-03-01,45.7,37.15,0.55
Nainital,Nainital_S4,2008-04-01,68.0,37.75,0.55
Nainital,Nainital_S4,2008-05-01,85.6,39.69,0.55
Nainital,Nainital_S4,2008-06-01,237.2,43.03,0.55
Nainital,Nainital_S4,2008-07-01,355.3,48.1,0.55
Nainital,Nainital_S4,2008-08-01,342.8,58.42,0.55
Nainital,Nainital_S4,2008-09-01,230.9,60.32,0.55
Nainital,Nainital_S4,2008-10-01,94.4,51.43,0.55
Nainital,Nainital_S4,2008-11-01,53.9,41.29,0.55
Nainital,Nainital_S4,2008-12-01,45.9,42.52,0.55
Nainital,Nainital_S4,2009-01-01,31.2,37.83,0.55
Nainital,Nainital_S4,2009-02-01,34.9,37.57,0.55
Nainital,Nainital_S4,2009-03-01,41.2,35.16,0.55
Nainital,Nainital_S4,2009-04-01,61.5,34.26,0.55
Nainital,Nainital_S4,2009-05-01,105.1,36.77,0.55
Nainital,Nainital_S4,2009-06-01,241.9,41.72,0.55
Nainital,Nainital_S4,2009-07-01,384.3,50.67,0.55
Nainital,Nainital_S4,2009-08-01,362.3,60.57,0.55
Nainital,Nainital_S4,2009-09-01,210.8,57.06,0.55
Nainital,Nainital_S4,2009-10-01,93.5,46.2,0.55
Nainital,Nainital_S4,2009-11-01,48.7,38.55,0.55
Nainital,Nainital_S4,2009-12-01,46.8,37.02,0.55
Nainital,Nainital_S4,2010-01-01,28.8,36.97,0.55
Nainital,Nainital_S4,2010-02-01,27.9,32.44,0.55
Nainital,Nainital_S4,2010-03-01,48.6,35.29,0.55
Nainital,Nainital_S4,2010-04-01,53.8,34.14,0.55
Nainital,Nainital_S4,2010-05-01,95.2,36.37,0.55
Nainital,Nainital_S4,2010-06-01,209.4,37.85,0.55
Nainital,Nainital_S4,2010-07-01,316.0,49.34,0.55
Nainital,Nainital_S4,2010-08-01,312.6,51.64,0.55
Nainital,Nainital_S4,2010-09-01,202.4,52.83,0.55
Nainital,Nainital_S4,2010-10-01,82.8,46.25,0.55
Nainital,Nainital_S4,2010-11-01,44.7,35.23,0.55
Nainital,Nainital_S4,2010-12-01,44.3,34.09,0.55
Nainital,Nainital_S4,2011-01-01,28.0,33.63,0.55
Nainital,Nainital_S4,2011-02-01,30.6,32.07,0.55
Nainital,Nainital_S4,2011-03-01,41.5,32.26,0.55
Nainital,Nainital_S4,2011-04-01,55.7,35.47,0.55
Nainital,Nainital_S4,2011-05-01,84.3,33.4,0.55
Nainital,Nainital_S4,2011-06-01,188.3,37.2,0.55
Nainital,Nainital_S4,2011-07-01,304.0,43.47,0.55
Nainital,Nainital_S4,2011-08-01,244.8,46.63,0.55
Nainital,Nainital_S4,2011-09-01,165.1,47.38,0.55
Nainital,Nainital_S4,2011-10-01,93.8,38.04,0.55
Nainital,Nainital_S4,2011-11-01,39.2,37.39,0.55
Nainital,Nainital_S4,2011-12-01,37.6,31.84,0.55
Nainital,Nainital_S4,2012-01-01,31.4,32.49,0.55
Nainital,Nainital_S4,2012-02-01,32.8,29.92,0.55
Nainital,Nainital_S4,2012-03-01,56.1,32.17,0.55
Nainital,Nainital_S4,2012-04-01,68.3,34.9,0.55
Nainital,Nainital_S4,2012-05-01,89.3,32.64,0.55
Nainital,Nainital_S4,2012-06-01,284.0,34.16,0.55
Nainital,Nainital_S4,2012-07-01,362.3,48.36,0.55
Nainital,Nainital_S4,2012-08-01,382.0,53.27,0.55
Nainital,Nainital_S4,2012-09-01,210.4,46.63,0.55
Nainital,Nainital_S4,2012-10-01,110.6,46.57,0.55
Nainital,Nainital_S4,2012-11-01,58.3,36.98,0.55
Nainital,Nainital_S4,2012-12-01,47.5,33.85,0.55
Nainital,Nainital_S4,2013-01-01,29.0,31.72,0.55
Nainital,Nainital_S4,2013-02-01,26.2,27.87,0.55
Nainital,Nainital_S4,2013-03-01,43.2,31.49,0.55
Nainital,Nainital_S4,2013-04-01,55.3,30.52,0.55
Nainital,Nainital_S4,2013-05-01,82.8,32.92,0.55
Nainital,Nainital_S4,2013-06-01,226.2,33.25,0.55
Nainital,Nainital_S4,2013-07-01,311.5,42.65,0.55
Nainital,Nainital_S4,2013-08-01,285.3,45.33,0.55
Nainital,Nainital_S4,2013-09-01,174.3,47.41,0.55
Nainital,Nainital_S4,2013-10-01,80.7,36.38,0.55
Nainital,Nainital_S4,2013-11-01,41.8,36.7,0.55
Nainital,Nainital_S4,2013-12-01,42.1,34.01,0.55
Nainital,Nainital_S4,2014-01-01,27.8,33.01,0.55
Nainital,Nainital_S4,2014-02-01,23.2,31.47,0.55
Nainital,Nainital_S4,2014-03-01,38.3,29.1,0.55
Nainital,Nainital_S4,2014-04-01,53.0,31.77,0.55
Nainital,Nainital_S4,2014-05-01,75.7,30.65,0.55
Nainital,Nainital_S4,2014-06-01,245.0,29.54,0.55
Nainital,Nainital_S4,2014-07-01,298.5,44.92,0.55
Nainital,Nainital_S4,2014-08-01,274.7,47.28,0.55
Nainital,Nainital_S4,2014-09-01,169.3,43.19,0.55
Nainital,Nainital_S4,2014-10-01,81.2,34.78,0.55
Nainital,Nainital_S4,2014-11-01,36.7,30.94,0.55
Nainital,Nainital_S4,2014-12-01,40.1,26.57,0.55
Nainital,Nainital_S4,2015-01-01,24.4,30.73,0.55
Nainital,Nainital_S4,2015-02-01,19.8,26.08,0.55
Nainital,Nainital_S4,2015-03-01,34.0,28.42,0.55
Nainital,Nainital_S4,2015-04-01,55.7,27.52,0.55
Nainital,Nainital_S4,2015-05-01,79.7,27.74,0.55
Nainital,Nainital_S4,2015-06-01,220.4,31.51,0.55
Nainital,Nainital_S4,2015-07-01,304.6,38.3,0.55
Nainital,Nainital_S4,2015-08-01,262.7,45.37,0.55
Nainital,Nainital_S4,2015-09-01,156.1,38.47,0.55
Nainital,Nainital_S4,2015-10-01,68.6,33.7,0.55
Nainital,Nainital_S4,2015-11-01,40.8,26.48,0.55
Nainital,Nainital_S4,2015-12-01,37.6,25.34,0.55
Nainital,Nainital_S4,2016-01-01,38.7,30.71,0.55
Nainital,Nainital_S4,2016-02-01,46.1,31.09,0.55
Nainital,Nainital_S4,2016-03-01,59.0,28.61,0.55
Nainital,Nainital_S4,2016-04-01,88.2,27.9,0.55
Nainital,Nainital_S4,2016-05-01,135.8,30.15,0.55
Nainital,Nainital_S4,2016-06-01,292.7,34.55,0.55
Nainital,Nainital_S4,2016-07-01,421.3,40.44,0.55
Nainital,Nainital_S4,2016-08-01,365.6,48.91,0.55
Nainital,Nainital_S4,2016-09-01,233.5,45.16,0.55
Nainital,Nainital_S4,2016-10-01,125.9,36.88,0.55
Nainital,Nainital_S4,2016-11-01,58.8,31.25,0.55
Nainital,Nainital_S4,2016-12-01,60.0,28.83,0.55
Nainital,Nainital_S4,2017-01-01,26.8,27.01,0.55
Nainital,Nainital_S4,2017-02-01,34.7,27.14,0.55
Nainital,Nainital_S4,2017-03-01,45.8,26.25,0.55
Nainital,Nainital_S4,2017-04-01,65.5,27.57,0.55
Nainital,Nainital_S4,2017-05-01,98.9,30.31,0.55
Nainital,Nainital_S4,2017-06-01,278.9,29.77,0.55
Nainital,Nainital_S4,2017-07-01,342.7,41.15,0.55
Nainital,Nainital_S4,2017-08-01,260.8,38.74,0.55
Nainital,Nainital_S4,2017-09-01,205.2,37.27,0.55
Nainital,Nainital_S4,2017-10-01,95.8,35.22,0.55
Nainital,Nainital_S4,2017-11-01,43.2,32.24,0.55
Nainital,Nainital_S4,2017-12-01,47.7,24.01,0.55
Nainital,Nainital_S4,2018-01-01,24.5,26.64,0.55
Nainital,Nainital_S4,2018-02-01,28.9,27.36,0.55
Nainital,Nainital_S4,2018-03-01,39.3,24.65,0.55
Nainital,Nainital_S4,2018-04-01,53.1,25.83,0.55
Nainital,Nainital_S4,2018-05-01,79.2,27.17,0.55
Nainital,Nainital_S4,2018-06-01,241.1,28.23,0.55
Nainital,Nainital_S4,2018-07-01,300.7,38.89,0.55
Nainital,Nainital_S4,2018-08-01,276.0,39.83,0.55
Nainital,Nainital_S4,2018-09-01,172.0,40.1,0.55
Nainital,Nainital_S4,2018-10-01,85.3,31.71,0.55
Nainital,Nainital_S4,2018-11-01,45.6,26.84,0.55
Nainital,Nainital_S4,2018-12-01,43.3,25.52,0.55
Nainital,Nainital_S4,2019-01-01,33.5,24.14,0.55
Nainital,Nainital_S4,2019-02-01,28.5,25.67,0.55
Nainital,Nainital_S4,2019-03-01,44.6,24.26,0.55
Nainital,Nainital_S4,2019-04-01,62.9,24.6,0.55
Nainital,Nainital_S4,2019-05-01,90.4,26.94,0.55
Nainital,Nainital_S4,2019-06-01,234.1,25.97,0.55
Nainital,Nainital_S4,2019-07-01,299.2,35.79,0.55
Nainital,Nainital_S4,2019-08-01,285.4,36.63,0.55
Nainital,Nainital_S4,2019-09-01,203.7,38.88,0.55
Nainital,Nainital_S4,2019-10-01,95.4,32.05,0.55
Nainital,Nainital_S4,2019-11-01,44.9,28.25,0.55
Nainital,Nainital_S4,2019-12-01,48.3,25.1,0.55
Nainital,Nainital_S4,2020-01-01,29.5,25.9,0.55
Nainital,Nainital_S4,2020-02-01,26.8,24.13,0.55
Nainital,Nainital_S4,2020-03-01,42.9,21.82,0.55
Nainital,Nainital_S4,2020-04-01,55.1,25.73,0.55
Nainital,Nainital_S4,2020-05-01,72.2,24.89,0.55
Nainital,Nainital_S4,2020-06-01,215.3,26.75,0.55
Nainital,Nainital_S4,2020-07-01,268.8,33.5,0.55
Nainital,Nainital_S4,2020-08-01,268.8,33.45,0.55
Nainital,Nainital_S4,2020-09-01,165.7,33.1,0.55
Nainital,Nainital_S4,2020-10-01,83.8,30.76,0.55
Nainital,Nainital_S4,2020-11-01,36.3,25.5,0.55
Nainital,Nainital_S4,2020-12-01,40.7,24.72,0.55
Nainital,Nainital_S4,2021-01-01,33.8,23.54,0.55
Nainital,Nainital_S4,2021-02-01,29.6,24.55,0.55
Nainital,Nainital_S4,2021-03-01,47.3,23.59,0.55
Nainital,Nainital_S4,2021-04-01,63.9,24.18,0.55
Nainital,Nainital_S4,2021-05-01,106.2,24.07,0.55
Nainital,Nainital_S4,2021-06-01,222.1,26.69,0.55
Nainital,Nainital_S4,2021-07-01,321.1,33.44,0.55
Nainital,Nainital_S4,2021-08-01,385.6,35.85,0.55
Nainital,Nainital_S4,2021-09-01,200.2,39.78,0.55
Nainital,Nainital_S4,2021-10-01,80.2,30.37,0.55
Nainital,Nainital_S4,2021-11-01,45.0,24.98,0.55
Nainital,Nainital_S4,2021-12-01,36.8,25.18,0.55
Nainital,Nainital_S4,2022-01-01,32.0,24.11,0.55
Nainital,Nainital_S4,2022-02-01,27.9,22.56,0.55
Nainital,Nainital_S4,2022-03-01,43.4,22.46,0.55
Nainital,Nainital_S4,2022-04-01,64.5,22.04,0.55
Nainital,Nainital_S4,2022-05-01,77.5,23.5,0.55
Nainital,Nainital_S4,2022-06-01,215.0,24.58,0.55
Nainital,Nainital_S4,2022-07-01,324.5,31.43,0.55
Nainital,Nainital_S4,2022-08-01,282.4,36.15,0.55
Nainital,Nainital_S4,2022-09-01,190.7,31.09,0.55
Nainital,Nainital_S4,2022-10-01,81.0,30.24,0.55
Nainital,Nainital_S4,2022-11-01,45.8,23.89,0.55
Nainital,Nainital_S4,2022-12-01,44.5,21.3,0.55
Nainital,Nainital_S4,2023-01-01,31.9,23.78,0.55
Nainital,Nainital_S4,2023-02-01,31.9,23.27,0.55
Nainital,Nainital_S4,2023-03-01,41.6,21.9,0.55
Nainital,Nainital_S4,2023-04-01,65.3,22.75,0.55
Nainital,Nainital_S4,2023-05-01,91.7,23.79,0.55
Nainital,Nainital_S4,2023-06-01,247.8,25.63,0.55
Nainital,Nainital_S4,2023-07-01,374.2,31.6,0.55
Nainital,Nainital_S4,2023-08-01,295.8,33.36,0.55
Nainital,Nainital_S4,2023-09-01,226.1,35.58,0.55
Nainital,Nainital_S4,2023-10-01,105.0,30.87,0.55
Nainital,Nainital_S4,2023-11-01,49.9,23.55,0.55
Nainital,Nainital_S4,2023-12-01,43.4,20.68,0.55
Nainital,Nainital_S4,2024-01-01,21.2,22.01,0.55
Nainital,Nainital_S4,2024-02-01,19.7,20.2,0.55
Nainital,Nainital_S4,2024-03-01,27.5,20.69,0.55
Nainital,Nainital_S4,2024-04-01,42.6,21.39,0.55
Nainital,Nainital_S4,2024-05-01,54.4,20.58,0.55
Nainital,Nainital_S4,2024-06-01,150.6,20.4,0.55
Nainital,Nainital_S4,2024-07-01,223.4,25.95,0.55
Nainital,Nainital_S4,2024-08-01,177.5,27.59,0.55
Nainital,Nainital_S4,2024-09-01,125.6,26.6,0.55
Nainital,Nainital_S4,2024-10-01,63.6,22.6,0.55
Nainital,Nainital_S4,2024-11-01,29.7,21.38,0.55
Nainital,Nainital_S4,2024-12-01,32.2,20.95,0.55
Nainital,Nainital_S4,2025-01-01,34.0,20.88,0.55
Nainital,Nainital_S4,2025-02-01,27.6,19.48,0.55
Nainital,Nainital_S4,2025-03-01,46.4,18.8,0.55
Nainital,Nainital_S4,2025-04-01,72.0,20.67,0.55
Nainital,Nainital_S4,2025-05-01,89.2,22.21,0.55
Nainital,Nainital_S4,2025-06-01,264.4,22.67,0.55
Nainital,Nainital_S4,2025-07-01,383.3,28.31,0.55
Nainital,Nainital_S4,2025-08-01,379.2,34.14,0.55
Nainital,Nainital_S4,2025-09-01,210.4,35.89,0.55
Nainital,Nainital_S4,2025-10-01,96.6,26.97,0.55
Nainital,Nainital_S4,2025-11-01,50.7,20.37,0.55
Nainital,Nainital_S4,2025-12-01,52.3,20.54,0.55
Nainital,Nainital_S5,2005-01-01,23.9,49.89,0.55
Nainital,Nainital_S5,2005-02-01,24.0,41.02,0.55
Nainital,Nainital_S5,2005-03-01,34.4,41.62,0.55
Nainital,Nainital_S5,2005-04-01,54.2,42.62,0.55
Nainital,Nainital_S5,2005-05-01,69.3,46.27,0.55
Nainital,Nainital_S5,2005-06-01,189.3,45.14,0.55
Nainital,Nainital_S5,2005-07-01,303.3,58.28,0.55
Nainital,Nainital_S5,2005-08-01,239.1,63.71,0.55
Nainital,Nainital_S5,2005-09-01,160.4,57.66,0.55
Nainital,Nainital_S5,2005-10-01,69.1,50.36,0.55
Nainital,Nainital_S5,2005-11-01,40.1,40.47,0.55
Nainital,Nainital_S5,2005-12-01,40.1,42.64,0.55
Nainital,Nainital_S5,2006-01-01,33.6,46.29,0.55
Nainital,Nainital_S5,2006-02-01,32.4,42.32,0.55
Nainital,Nainital_S5,2006-03-01,46.3,42.61,0.55
Nainital,Nainital_S5,2006-04-01,60.2,41.38,0.55
Nainital,Nainital_S5,2006-05-01,106.6,42.77,0.55
Nainital,Nainital_S5,2006-06-01,273.5,49.29,0.55
Nainital,Nainital_S5,2006-07-01,334.7,66.45,0.55
Nainital,Nainital_S5,2006-08-01,323.2,70.06,0.55
Nainital,Nainital_S5,2006-09-01,204.4,66.74,0.55
Nainital,Nainital_S5,2006-10-01,87.9,54.59,0.55
Nainital,Nainital_S5,2006-11-01,49.0,45.52,0.55
Nainital,Nainital_S5,2006-12-01,46.7,40.27,0.55
Nainital,Nainital_S5,2007-01-01,21.9,38.57,0.55
Nainital,Nainital_S5,2007-02-01,21.7,37.3,0.55
Nainital,Nainital_S5,2007-03-01,36.2,39.54,0.55
Nainital,Nainital_S5,2007-04-01,49.4,39.92,0.55
Nainital,Nainital_S5,2007-05-01,69.3,38.44,0.55
Nainital,Nainital_S5,2007-06-01,209.2,42.91,0.55
Nainital,Nainital_S5,2007-07-01,272.0,53.11,0.55
Nainital,Nainital_S5,2007-08-01,260.0,55.37,0.55
Nainital,Nainital_S5,2007-09-01,159.2,56.7,0.55
Nainital,Nainital_S5,2007-10-01,69.9,48.94,0.55
Nainital,Nainital_S5,2007-11-01,37.6,41.32,0.55
Nainital,Nainital_S5,2007-12-01,33.5,41.88,0.55
Nainital,Nainital_S5,2008-01-01,29.0,35.86,0.55
Nainital,Nainital_S5,2008-02-01,33.6,35.32,0.55
Nainital,Nainital_S5,2008-03-01,45.7,39.5,0.55
Nainital,Nainital_S5,2008-04-01,68.0,40.56,0.55
Nainital,Nainital_S5,2008-05-01,85.6,42.87,0.55
Nainital,Nainital_S5,2008-06-01,237.2,42.14,0.55
Nainital,Nainital_S5,2008-07-01,355.3,52.42,0.55
Nainital,Nainital_S5,2008-08-01,342.8,63.94,0.55
Nainital,Nainital_S5,2008-09-01,230.9,61.49,0.55
Nainital,Nainital_S5,2008-10-01,94.4,58.36,0.55
Nainital,Nainital_S5,2008-11-01,53.9,42.87,0.55
Nainital,Nainital_S5,2008-12-01,45.9,40.29,0.55
Nainital,Nainital_S5,2009-01-01,31.2,44.63,0.55
Nainital,Nainital_S5,2009-02-01,34.9,38.14,0.55
Nainital,Nainital_S5,2009-03-01,41.2,39.8,0.55
Nainital,Nainital_S5,2009-04-01,61.5,40.39,0.55
Nainital,Nainital_S5,2009-05-01,105.1,42.08,0.55
Nainital,Nainital_S5,2009-06-01,241.9,44.46,0.55
Nainital,Nainital_S5,2009-07-01,384.3,54.61,0.55
Nainital,Nainital_S5,2009-08-01,362.3,65.06,0.55
Nainital,Nainital_S5,2009-09-01,210.8,61.15,0.55
Nainital,Nainital_S5,2009-10-01,93.5,52.29,0.55
Nainital,Nainital_S5,2009-11-01,48.7,46.87,0.55
Nainital,Nainital_S5,2009-12-01,46.8,41.49,0.55
Nainital,Nainital_S5,2010-01-01,28.8,39.49,0.55
Nainital,Nainital_S5,2010-02-01,27.9,39.09,0.55
Nainital,Nainital_S5,2010-03-01,48.6,35.72,0.55
Nainital,Nainital_S5,2010-04-01,53.8,38.31,0.55
Nainital,Nainital_S5,2010-05-01,95.2,40.99,0.55
Nainital,Nainital_S5,2010-06-01,209.4,45.26,0.55
Nainital,Nainital_S5,2010-07-01,316.0,48.55,0.55
Nainital,Nainital_S5,2010-08-01,312.6,56.86,0.55
Nainital,Nainital_S5,2010-09-01,202.4,64.23,0.55
Nainital,Nainital_S5,2010-10-01,82.8,49.94,0.55
Nainital,Nainital_S5,2010-11-01,44.7,44.55,0.55
Nainital,Nainital_S5,2010-12-01,44.3,38.36,0.55
Nainital,Nainital_S5,2011-01-01,28.0,38.33,0.55
Nainital,Nainital_S5,2011-02-01,30.6,36.04,0.55
Nainital,Nainital_S5,2011-03-01,41.5,38.46,0.55
Nainital,Nainital_S5,2011-04-01,55.7,39.99,0.55
Nainital,Nainital_S5,2011-05-01,84.3,36.42,0.55
Nainital,Nainital_S5,2011-06-01,188.3,39.69,0.55
Nainital,Nainital_S5,2011-07-01,304.0,50.05,0.55
Nainital,Nainital_S5,2011-08-01,244.8,55.75,0.55
Nainital,Nainital_S5,2011-09-01,165.1,50.48,0.55
Nainital,Nainital_S5,2011-10-01,93.8,48.24,0.55
Nainital,Nainital_S5,2011-11-01,39.2,42.96,0.55
Nainital,Nainital_S5,2011-12-01,37.6,35.9,0.55
Nainital,Nainital_S5,2012-01-01,31.4,36.94,0.55
Nainital,Nainital_S5,2012-02-01,32.8,33.86,0.55
Nainital,Nainital_S5,2012-03-01,56.1,34.46,0.55
Nainital,Nainital_S5,2012-04-01,68.3,37.9,0.55
Nainital,Nainital_S5,2012-05-01,89.3,38.51,0.55
Nainital,Nainital_S5,2012-06-01,284.0,37.95,0.55
Nainital,Nainital_S5,2012-07-01,362.3,51.65,0.55
Nainital,Nainital_S5,2012-08-01,382.0,55.86,0.55
Nainital,Nainital_S5,2012-09-01,210.4,61.65,0.55
Nainital,Nainital_S5,2012-10-01,110.6,43.36,0.55
Nainital,Nainital_S5,2012-11-01,58.3,38.93,0.55
Nainital,Nainital_S5,2012-12-01,47.5,33.79,0.55
Nainital,Nainital_S5,2013-01-01,29.0,37.2,0.55
Nainital,Nainital_S5,2013-02-01,26.2,31.92,0.55
Nainital,Nainital_S5,2013-03-01,43.2,34.87,0.55
Nainital,Nainital_S5,2013-04-01,55.3,38.88,0.55
Nainital,Nainital_S5,2013-05-01,82.8,39.78,0.55
Nainital,Nainital_S5,2013-06-01,226.2,35.07,0.55
Nainital,Nainital_S5,2013-07-01,311.5,49.11,0.55
Nainital,Nainital_S5,2013-08-01,285.3,51.51,0.55
Nainital,Nainital_S5,2013-09-01,174.3,49.17,0.55
Nainital,Nainital_S5,2013-10-01,80.7,44.3,0.55
Nainital,Nainital_S5,2013-11-01,41.8,40.38,0.55
Nainital,Nainital_S5,2013-12-01,42.1,36.37,0.55
Nainital,Nainital_S5,2014-01-01,27.8,34.0,0.55
Nainital,Nainital_S5,2014-02-01,23.2,35.43,0.55
Nainital,Nainital_S5,2014-03-01,38.3,30.05,0.55
Nainital,Nainital_S5,2014-04-01,53.0,33.5,0.55
Nainital,Nainital_S5,2014-05-01,75.7,34.27,0.55
Nainital,Nainital_S5,2014-06-01,245.0,37.36,0.55
Nainital,Nainital_S5,2014-07-01,298.5,48.1,0.55
Nainital,Nainital_S5,2014-08-01,274.7,51.75,0.55
Nainital,Nainital_S5,2014-09-01,169.3,49.98,0.55
Nainital,Nainital_S5,2014-10-01,81.2,43.28,0.55
Nainital,Nainital_S5,2014-11-01,36.7,38.24,0.55
Nainital,Nainital_S5,2014-12-01,40.1,34.44,0.55
Nainital,Nainital_S5,2015-01-01,24.4,33.86,0.55
Nainital,Nainital_S5,2015-02-01,19.8,33.91,0.55
Nainital,Nainital_S5,2015-03-01,34.0,34.23,0.55
Nainital,Nainital_S5,2015-04-01,55.7,32.82,0.55
Nainital,Nainital_S5,2015-05-01,79.7,35.03,0.55
Nainital,Nainital_S5,2015-06-01,220.4,38.79,0.55
Nainital,Nainital_S5,2015-07-01,304.6,43.37,0.55
Nainital,Nainital_S5,2015-08-01,262.7,56.01,0.55
Nainital,Nainital_S5,2015-09-01,156.1,45.27,0.55
Nainital,Nainital_S5,2015-10-01,68.6,40.7,0.55
Nainital,Nainital_S5,2015-11-01,40.8,33.9,0.55
Nainital,Nainital_S5,2015-12-01,37.6,37.39,0.55
Nainital,Nainital_S5,2016-01-01,38.7,32.59,0.55
Nainital,Nainital_S5,2016-02-01,46.1,32.6,0.55
Nainital,Nainital_S5,2016-03-01,59.0,33.24,0.55
Nainital,Nainital_S5,2016-04-01,88.2,34.81,0.55
Nainital,Nainital_S5,2016-05-01,135.8,35.87,0.55
Nainital,Nainital_S5,2016-06-01,292.7,39.22,0.55
Nainital,Nainital_S5,2016-07-01,421.3,40.82,0.55
Nainital,Nainital_S5,2016-08-01,365.6,57.95,0.55
Nainital,Nainital_S5,2016-09-01,233.5,54.13,0.55
Nainital,Nainital_S5,2016-10-01,125.9,47.85,0.55
Nainital,Nainital_S5,2016-11-01,58.8,41.01,0.55
Nainital,Nainital_S5,2016-12-01,60.0,33.8,0.55
Nainital,Nainital_S5,2017-01-01,26.8,35.52,0.55
Nainital,Nainital_S5,2017-02-01,34.7,30.18,0.55
Nainital,Nainital_S5,2017-03-01,45.8,33.63,0.55
Nainital,Nainital_S5,2017-04-01,65.5,32.09,0.55
Nainital,Nainital_S5,2017-05-01,98.9,32.2,0.55
Nainital,Nainital_S5,2017-06-01,278.9,35.95,0.55
Nainital,Nainital_S5,2017-07-01,342.7,50.94,0.55
Nainital,Nainital_S5,2017-08-01,260.8,52.01,0.55
Nainital,Nainital_S5,2017-09-01,205.2,49.75,0.55
Nainital,Nainital_S5,2017-10-01,95.8,41.1,0.55
Nainital,Nainital_S5,2017-11-01,43.2,37.62,0.55
Nainital,Nainital_S5,2017-12-01,47.7,31.33,0.55
Nainital,Nainital_S5,2018-01-01,24.5,32.97,0.55
Nainital,Nainital_S5,2018-02-01,28.9,31.43,0.55
Nainital,Nainital_S5,2018-03-01,39.3,32.35,0.55
Nainital,Nainital_S5,2018-04-01,53.1,32.3,0.55
Nainital,Nainital_S5,2018-05-01,79.2,31.49,0.55
Nainital,Nainital_S5,2018-06-01,241.1,35.77,0.55
Nainital,Nainital_S5,2018-07-01,300.7,48.04,0.55
Nainital,Nainital_S5,2018-08-01,276.0,46.42,0.55
Nainital,Nainital_S5,2018-09-01,172.0,41.96,0.55
Nainital,Nainital_S5,2018-10-01,85.3,40.71,0.55
Nainital,Nainital_S5,2018-11-01,45.6,33.75,0.55
Nainital,Nainital_S5,2018-12-01,43.3,31.61,0.55
Nainital,Nainital_S5,2019-01-01,33.5,32.5,0.55
Nainital,Nainital_S5,2019-02-01,28.5,30.26,0.55
Nainital,Nainital_S5,2019-03-01,44.6,30.19,0.55
Nainital,Nainital_S5,2019-04-01,62.9,31.37,0.55
Nainital,Nainital_S5,2019-05-01,90.4,34.97,0.55
Nainital,Nainital_S5,2019-06-01,234.1,34.23,0.55
Nainital,Nainital_S5,2019-07-01,299.2,40.17,0.55
Nainital,Nainital_S5,2019-08-01,285.4,43.88,0.55
Nainital,Nainital_S5,2019-09-01,203.7,46.07,0.55
Nainital,Nainital_S5,2019-10-01,95.4,38.45,0.55
Nainital,Nainital_S5,2019-11-01,44.9,31.5,0.55
Nainital,Nainital_S5,2019-12-01,48.3,32.07,0.55
Nainital,Nainital_S5,2020-01-01,29.5,32.29,0.55
Nainital,Nainital_S5,2020-02-01,26.8,29.49,0.55
Nainital,Nainital_S5,2020-03-01,42.9,30.26,0.55
Nainital,Nainital_S5,2020-04-01,55.1,31.02,0.55
Nainital,Nainital_S5,2020-05-01,72.2,32.34,0.55
Nainital,Nainital_S5,2020-06-01,215.3,33.33,0.55
Nainital,Nainital_S5,2020-07-01,268.8,35.45,0.55
Nainital,Nainital_S5,2020-08-01,268.8,43.32,0.55
